Username,Review Text,Likes,Date,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data,Sentiment
@L1feMac,suka sama anime si lumayan normal tapi ini🗿,0,2025-07-09T10:52:48Z,suka sama anime si lumayan normal tapi ini,suka sama anime si lumayan normal tapi ini,suka sama anime sih lumayan normal tapi ini,"['suka', 'sama', 'anime', 'sih', 'lumayan', 'normal', 'tapi', 'ini']","['suka', 'anime', 'sih', 'lumayan', 'normal']",suka anime sih lumayan normal,Positif
@netzxi,GAK JIR GW AJ GK SUKA AMA KARAKTER KOTAK²🗿🙏,0,2025-07-09T10:25:57Z,GAK JIR GW AJ GK SUKA AMA KARAKTER KOTAK,gak jir gw aj gk suka ama karakter kotak,tidak jir gue saja tidak suka sama karakter kotak,"['tidak', 'jir', 'gue', 'saja', 'tidak', 'suka', 'sama', 'karakter', 'kotak']","['jir', 'gue', 'suka', 'karakter', 'kotak']",jir gue suka karakter kotak,Negatif
@ragilsaputrosutaryono5463,Mending ava bacon aying 🗿👍🏻 gratis,0,2025-07-09T09:49:08Z,Mending ava bacon aying  gratis,mending ava bacon aying  gratis,mending ava bacon aying gratis,"['mending', 'ava', 'bacon', 'aying', 'gratis']","['mending', 'ava', 'bacon', 'aying', 'gratis']",mending ava bacon aying gratis,Positif
@sida-vega,"MENURUT KU NORMAL SIH, MASA CUMA KARNA AVATAR JADI GAK BOLEH MAIN ROBLOX GITUH",1,2025-07-09T07:44:20Z,MENURUT KU NORMAL SIH MASA CUMA KARNA AVATAR JADI GAK BOLEH MAIN ROBLOX GITUH,menurut ku normal sih masa cuma karna avatar jadi gak boleh main roblox gituh,menurut ku normal sih masa cuma karena avatar jadi tidak boleh main roblox begitu,"['menurut', 'ku', 'normal', 'sih', 'masa', 'cuma', 'karena', 'avatar', 'jadi', 'tidak', 'boleh', 'main', 'roblox', 'begitu']","['ku', 'normal', 'sih', 'avatar', 'main', 'roblox']",ku normal sih avatar main roblox,Positif
@UklikElek,😭😹 juga dapat menyerap air mata,0,2025-07-09T07:37:01Z, juga dapat menyerap air mata, juga dapat menyerap air mata,juga dapat menyerap air mata,"['juga', 'dapat', 'menyerap', 'air', 'mata']","['menyerap', 'air', 'mata']",serap air mata,Negatif
@JamalMansur-c1m,Dari pada pada gituan mendingan admin zioles yang irengggggg😂😂😂,1,2025-07-09T06:36:44Z,Dari pada pada gituan mendingan admin zioles yang irengggggg,dari pada pada gituan mendingan admin zioles yang irengggggg,dari pada pada begituan mendingan admin zioles yang irengggggg,"['dari', 'pada', 'pada', 'begituan', 'mendingan', 'admin', 'zioles', 'yang', 'irengggggg']","['begituan', 'mendingan', 'admin', 'zioles', 'irengggggg']",begitu mending admin zioles irengggggg,Netral
@dhirzz1,Tiba² klarifikasi😹,0,2025-07-09T06:26:56Z,Tiba klarifikasi,tiba klarifikasi,tiba klarifikasi,"['tiba', 'klarifikasi']",['klarifikasi'],klarifikasi,Netral
@Nabilsyafiqafik,Festis mereka sneh bgt suka avatar roblox 🗿,0,2025-07-09T06:18:44Z,Festis mereka sneh bgt suka avatar roblox ,festis mereka sneh bgt suka avatar roblox ,festis mereka sneh banget suka avatar roblox,"['festis', 'mereka', 'sneh', 'banget', 'suka', 'avatar', 'roblox']","['festis', 'sneh', 'banget', 'suka', 'avatar', 'roblox']",festis sneh banget suka avatar roblox,Positif
@GD_RIF_MEGALODON_FISH,Biase aj 🗿,0,2025-07-09T05:47:29Z,Biase aj ,biase aj ,biase saja,"['biase', 'saja']",['biase'],biase,Netral
@taufiqlegen88,Ah normal ini mah,0,2025-07-09T03:49:10Z,Ah normal ini mah,ah normal ini mah,ah normal ini mah,"['ah', 'normal', 'ini', 'mah']","['ah', 'normal', 'mah']",ah normal mah,Positif
@Broo-p5s,Ga wajar bang kalo suka sama balok,0,2025-07-09T03:18:05Z,Ga wajar bang kalo suka sama balok,ga wajar bang kalo suka sama balok,tidak wajar abang kalau suka sama balok,"['tidak', 'wajar', 'abang', 'kalau', 'suka', 'sama', 'balok']","['wajar', 'abang', 'suka', 'balok']",wajar abang suka balok,Netral
@Harris12390,Owalah kak alin🗿,0,2025-07-09T02:04:02Z,Owalah kak alin,owalah kak alin,owalah kak alin,"['owalah', 'kak', 'alin']","['owalah', 'kak', 'alin']",owalah kak alin,Netral
@bargojengkol1211,Seters,0,2025-07-09T01:33:50Z,Seters,seters,seters,['seters'],['seters'],seters,Netral
@TILBOWAW,Mending ama roblox bang dari pada real life😂,0,2025-07-09T01:02:28Z,Mending ama roblox bang dari pada real life,mending ama roblox bang dari pada real life,mending sama roblox abang dari pada real life,"['mending', 'sama', 'roblox', 'abang', 'dari', 'pada', 'real', 'life']","['mending', 'roblox', 'abang', 'real', 'life']",mending roblox abang real life,Netral
@roblox70-h5e,Itu akun si cewek itu ada di YouTube atau di TikTok mau di laporin,0,2025-07-08T21:49:19Z,Itu akun si cewek itu ada di YouTube atau di TikTok mau di laporin,itu akun si cewek itu ada di youtube atau di tiktok mau di laporin,itu akun sih cewek itu ada di youtube atau di tiktok mau di laporin,"['itu', 'akun', 'sih', 'cewek', 'itu', 'ada', 'di', 'youtube', 'atau', 'di', 'tiktok', 'mau', 'di', 'laporin']","['akun', 'sih', 'cewek', 'youtube', 'tiktok', 'laporin']",akun sih cewek youtube tiktok laporin,Negatif
@williamrm5951,mending sange sama anime dri pada sange sama roblox kotak kotak yah mirip mirip mincraft kotak kotak,0,2025-07-08T19:07:43Z,mending sange sama anime dri pada sange sama roblox kotak kotak yah mirip mirip mincraft kotak kotak,mending sange sama anime dri pada sange sama roblox kotak kotak yah mirip mirip mincraft kotak kotak,mending sange sama anime dari pada sange sama roblox kotak kotak ya mirip mirip mincraft kotak kotak,"['mending', 'sange', 'sama', 'anime', 'dari', 'pada', 'sange', 'sama', 'roblox', 'kotak', 'kotak', 'ya', 'mirip', 'mirip', 'mincraft', 'kotak', 'kotak']","['mending', 'sange', 'anime', 'sange', 'roblox', 'kotak', 'kotak', 'ya', 'mincraft', 'kotak', 'kotak']",mending sange anime sange roblox kotak kotak ya mincraft kotak kotak,Negatif
@dirgantarazonano,akudah biasa sama ini,0,2025-07-08T18:20:47Z,akudah biasa sama ini,akudah biasa sama ini,akudah biasa sama ini,"['akudah', 'biasa', 'sama', 'ini']",['akudah'],akudah,Netral
@al_ess,Sumpah gua capek lihat ginian pensiun gua Roblox nanti,0,2025-07-08T17:52:02Z,Sumpah gua capek lihat ginian pensiun gua Roblox nanti,sumpah gua capek lihat ginian pensiun gua roblox nanti,sumpah gua capek lihat beginian pensiun gua roblox nanti,"['sumpah', 'gua', 'capek', 'lihat', 'beginian', 'pensiun', 'gua', 'roblox', 'nanti']","['sumpah', 'gua', 'capek', 'lihat', 'pensiun', 'gua', 'roblox']",sumpah gua capek lihat pensiun gua roblox,Negatif
@Sanrio921,gw yang main jailbreak doang belike💀,0,2025-07-08T16:30:59Z,gw yang main jailbreak doang belike,gw yang main jailbreak doang belike,gue yang main jailbreak doang belike,"['gue', 'yang', 'main', 'jailbreak', 'doang', 'belike']","['gue', 'main', 'jailbreak', 'doang', 'belike']",gue main jailbreak doang belike,Netral
@Warhawkk,"Heran gw ma orang yg ampe birahi.
Kalo gw liat emang lucu canti. Tapi gk ampe Birahi juga. Itu dah gk waras/kebanyakan nonton anime, wibu nolep",0,2025-07-08T15:49:45Z,"Heran gw ma orang yg ampe birahi
Kalo gw liat emang lucu canti Tapi gk ampe Birahi juga Itu dah gk waraskebanyakan nonton anime wibu nolep","heran gw ma orang yg ampe birahi
kalo gw liat emang lucu canti tapi gk ampe birahi juga itu dah gk waraskebanyakan nonton anime wibu nolep",heran gue sama orang yang sampai birahi kalau gue lihat memang lucu cantik tapi tidak sampai birahi juga itu sudah tidak waraskebanyakan menonton anime wibu nolep,"['heran', 'gue', 'sama', 'orang', 'yang', 'sampai', 'birahi', 'kalau', 'gue', 'lihat', 'memang', 'lucu', 'cantik', 'tapi', 'tidak', 'sampai', 'birahi', 'juga', 'itu', 'sudah', 'tidak', 'waraskebanyakan', 'menonton', 'anime', 'wibu', 'nolep']","['heran', 'gue', 'orang', 'birahi', 'gue', 'lihat', 'lucu', 'cantik', 'birahi', 'waraskebanyakan', 'menonton', 'anime', 'wibu', 'nolep']",heran gue orang birah gue lihat lucu cantik birah waraskebanyakan tonton anime wibu nolep,Negatif
@Hatcher4,Oji Wahyudi Ingin Savage dengan block minecraft bruh😂😂😂,0,2025-07-08T15:11:43Z,Oji Wahyudi Ingin Savage dengan block minecraft bruh,oji wahyudi ingin savage dengan block minecraft bruh,oji wahyudi ingin savage dengan block minecraft bruh,"['oji', 'wahyudi', 'ingin', 'savage', 'dengan', 'block', 'minecraft', 'bruh']","['oji', 'wahyudi', 'savage', 'block', 'minecraft', 'bruh']",oji wahyudi savage block minecraft bruh,Negatif
@sah4t,"Lebih bahaya minecraft sih rasa ku 😅
Ytta lah.",1,2025-07-08T14:54:35Z,"Lebih bahaya minecraft sih rasa ku 
Ytta lah","lebih bahaya minecraft sih rasa ku 
ytta lah",lebih bahaya minecraft sih rasa ku ytta lah,"['lebih', 'bahaya', 'minecraft', 'sih', 'rasa', 'ku', 'ytta', 'lah']","['bahaya', 'minecraft', 'sih', 'ku', 'ytta']",bahaya minecraft sih ku ytta,Negatif
@dark_hunter1118,Gw tertarik gara gara 1 game yaitu blox fruit dan itu yg membuat ku bermain roblox 🗿,0,2025-07-08T08:02:16Z,Gw tertarik gara gara  game yaitu blox fruit dan itu yg membuat ku bermain roblox ,gw tertarik gara gara  game yaitu blox fruit dan itu yg membuat ku bermain roblox ,gue tertarik gara gara game yaitu blox fruit dan itu yang membuat ku bermain roblox,"['gue', 'tertarik', 'gara', 'gara', 'game', 'yaitu', 'blox', 'fruit', 'dan', 'itu', 'yang', 'membuat', 'ku', 'bermain', 'roblox']","['gue', 'tertarik', 'gara', 'gara', 'game', 'blox', 'fruit', 'ku', 'bermain', 'roblox']",gue tarik gara gara game blox fruit ku main roblox,Netral
@KAWAKUJO,Uzai,0,2025-07-08T05:16:32Z,Uzai,uzai,uzai,['uzai'],['uzai'],uzai,Netral
@YanzreSCRN907,BROOO PLIS STOP LAH GW CMN MO MAEN HAVE FUN AJA KNP HRUS DI BAHAS YG GINI TRUSS JIR CREATOR NYA JG UDH KLARIFIKASI 😭😭😭,2,2025-07-08T03:10:45Z,BROOO PLIS STOP LAH GW CMN MO MAEN HAVE FUN AJA KNP HRUS DI BAHAS YG GINI TRUSS JIR CREATOR NYA JG UDH KLARIFIKASI ,brooo plis stop lah gw cmn mo maen have fun aja knp hrus di bahas yg gini truss jir creator nya jg udh klarifikasi ,brooo plis stop lah gue cuman mau main have fun saja kenapa harus di bahas yang begini truss jir creator ya juga sudah klarifikasi,"['brooo', 'plis', 'stop', 'lah', 'gue', 'cuman', 'mau', 'main', 'have', 'fun', 'saja', 'kenapa', 'harus', 'di', 'bahas', 'yang', 'begini', 'truss', 'jir', 'creator', 'ya', 'juga', 'sudah', 'klarifikasi']","['brooo', 'plis', 'stop', 'gue', 'cuman', 'main', 'have', 'fun', 'bahas', 'truss', 'jir', 'creator', 'ya', 'klarifikasi']",brooo plis stop gue cuman main have fun bahas truss jir creator ya klarifikasi,Positif
@AFRIANZA_0,benda itu kotak 😂😂😂,0,2025-07-08T01:55:58Z,benda itu kotak ,benda itu kotak ,benda itu kotak,"['benda', 'itu', 'kotak']","['benda', 'kotak']",benda kotak,Negatif
@GantaBogeng,Iya bg si alin otak nya udah kayak dontoll,1,2025-07-08T00:44:20Z,Iya bg si alin otak nya udah kayak dontoll,iya bg si alin otak nya udah kayak dontoll,iya bang sih alin otak ya sudah kayak dontoll,"['iya', 'bang', 'sih', 'alin', 'otak', 'ya', 'sudah', 'kayak', 'dontoll']","['iya', 'bang', 'sih', 'alin', 'otak', 'ya', 'kayak', 'dontoll']",iya bang sih alin otak ya kayak dontoll,Netral
@YANTOKECE8,TAK NORMAL SEJAK KAPAN ADA ORANG BIRAHI SAMA KOTAK,0,2025-07-08T00:10:11Z,TAK NORMAL SEJAK KAPAN ADA ORANG BIRAHI SAMA KOTAK,tak normal sejak kapan ada orang birahi sama kotak,tak normal sejak kapan ada orang birahi sama kotak,"['tak', 'normal', 'sejak', 'kapan', 'ada', 'orang', 'birahi', 'sama', 'kotak']","['normal', 'orang', 'birahi', 'kotak']",normal orang birah kotak,Negatif
@Kay_Fox99,Bawa santai saja 🙃👍,0,2025-07-07T18:27:28Z,Bawa santai saja ,bawa santai saja ,bawa santai saja,"['bawa', 'santai', 'saja']","['bawa', 'santai']",bawa santai,Positif
@m.jabbarazhar1529,hadeh veteran roblox sejak 2020 liat ini kecewa sih,0,2025-07-07T14:03:45Z,hadeh veteran roblox sejak  liat ini kecewa sih,hadeh veteran roblox sejak  liat ini kecewa sih,hadeh veteran roblox sejak lihat ini kecewa sih,"['hadeh', 'veteran', 'roblox', 'sejak', 'lihat', 'ini', 'kecewa', 'sih']","['hadeh', 'veteran', 'roblox', 'lihat', 'kecewa', 'sih']",hadeh veteran roblox lihat kecewa sih,Netral
@Jackie-h9y,"Sebelah cuk malah bilang lebih sehat suka anime padahal, sama sama ga sehat yang satu suka balok yang satu lagi suka halusinasi 😂😂",0,2025-07-07T13:36:02Z,Sebelah cuk malah bilang lebih sehat suka anime padahal sama sama ga sehat yang satu suka balok yang satu lagi suka halusinasi ,sebelah cuk malah bilang lebih sehat suka anime padahal sama sama ga sehat yang satu suka balok yang satu lagi suka halusinasi ,sebelah cuk malah bilang lebih sehat suka anime padahal sama sama tidak sehat yang satu suka balok yang satu lagi suka halusinasi,"['sebelah', 'cuk', 'malah', 'bilang', 'lebih', 'sehat', 'suka', 'anime', 'padahal', 'sama', 'sama', 'tidak', 'sehat', 'yang', 'satu', 'suka', 'balok', 'yang', 'satu', 'lagi', 'suka', 'halusinasi']","['sebelah', 'cuk', 'bilang', 'sehat', 'suka', 'anime', 'sehat', 'suka', 'balok', 'suka', 'halusinasi']",belah cuk bilang sehat suka anime sehat suka balok suka halusinasi,Negatif
@bikomang,Biar gaada org dongo gini kek alin,0,2025-07-07T13:13:33Z,Biar gaada org dongo gini kek alin,biar gaada org dongo gini kek alin,biar orang dongo begini kayak alin,"['biar', 'orang', 'dongo', 'begini', 'kayak', 'alin']","['biar', 'orang', 'dongo', 'kayak', 'alin']",biar orang dongo kayak alin,Negatif
@bikomang,Di rblx yg dlu aj dah,0,2025-07-07T13:13:15Z,Di rblx yg dlu aj dah,di rblx yg dlu aj dah,di rblx yang dulu saja sudah,"['di', 'rblx', 'yang', 'dulu', 'saja', 'sudah']",['rblx'],rblx,Netral
@TandoTando-y6g,Apakah kamu suka Avatar Roblox ya kamu stres bro stres 😂😂😂😂,0,2025-07-07T12:36:57Z,Apakah kamu suka Avatar Roblox ya kamu stres bro stres ,apakah kamu suka avatar roblox ya kamu stres bro stres ,apakah kamu suka avatar roblox ya kamu stres bro stres,"['apakah', 'kamu', 'suka', 'avatar', 'roblox', 'ya', 'kamu', 'stres', 'bro', 'stres']","['suka', 'avatar', 'roblox', 'ya', 'stres', 'bro', 'stres']",suka avatar roblox ya stres bro stres,Negatif
@galih29-n7u,Aku di brookhaven barak militer 💀,0,2025-07-07T12:19:27Z,Aku di brookhaven barak militer ,aku di brookhaven barak militer ,aku di brookhaven barak militer,"['aku', 'di', 'brookhaven', 'barak', 'militer']","['brookhaven', 'barak', 'militer']",brookhaven barak militer,Netral
@BngKolil,Birahi ama balok,0,2025-07-07T11:19:03Z,Birahi ama balok,birahi ama balok,birahi sama balok,"['birahi', 'sama', 'balok']","['birahi', 'balok']",birah balok,Negatif
@Ahdanahtar-q2h,Gua mah dari pak GM,0,2025-07-07T10:13:34Z,Gua mah dari pak GM,gua mah dari pak gm,gua mah dari pak gm,"['gua', 'mah', 'dari', 'pak', 'gm']","['gua', 'mah', 'gm']",gua mah gm,Negatif
@Tiramisu.Latte2509,Gua yg main roblox liat beginian jadi ga main roblox lg🗿,1,2025-07-07T06:59:27Z,Gua yg main roblox liat beginian jadi ga main roblox lg,gua yg main roblox liat beginian jadi ga main roblox lg,gua yang main roblox lihat beginian jadi tidak main roblox lagi,"['gua', 'yang', 'main', 'roblox', 'lihat', 'beginian', 'jadi', 'tidak', 'main', 'roblox', 'lagi']","['gua', 'main', 'roblox', 'lihat', 'main', 'roblox']",gua main roblox lihat main roblox,Netral
@Adrian-y5s9t,"Sendang Lanang yang main forsaken:
Pilih killer apaan ya",1,2025-07-07T06:53:30Z,"Sendang Lanang yang main forsaken
Pilih killer apaan ya","sendang lanang yang main forsaken
pilih killer apaan ya",sendang lanang yang main forsaken pilih killer apaan ya,"['sendang', 'lanang', 'yang', 'main', 'forsaken', 'pilih', 'killer', 'apaan', 'ya']","['sendang', 'lanang', 'main', 'forsaken', 'pilih', 'killer', 'ya']",sendang lanang main forsaken pilih killer ya,Netral
@habiebieaufadzaki2353,Pasti yang nonton fokus karena tob***🗿💀,0,2025-07-07T04:35:10Z,Pasti yang nonton fokus karena tob,pasti yang nonton fokus karena tob,pasti yang menonton fokus karena tob,"['pasti', 'yang', 'menonton', 'fokus', 'karena', 'tob']","['menonton', 'fokus', 'tob']",tonton fokus tob,Negatif
@VILAIN_upin,gua pwngen ketemu orang ya biar minta robux😂😂😂😂😂,0,2025-07-07T03:49:02Z,gua pwngen ketemu orang ya biar minta robux,gua pwngen ketemu orang ya biar minta robux,gua pwngen ketemu orang ya biar meminta robux,"['gua', 'pwngen', 'ketemu', 'orang', 'ya', 'biar', 'meminta', 'robux']","['gua', 'pwngen', 'ketemu', 'orang', 'ya', 'biar', 'robux']",gua pwngen ketemu orang ya biar robux,Positif
@ASEP-0804,Oji Wahyudi : Aku c**tt,1,2025-07-07T03:21:59Z,Oji Wahyudi  Aku ctt,oji wahyudi  aku ctt,oji wahyudi aku ctt,"['oji', 'wahyudi', 'aku', 'ctt']","['oji', 'wahyudi', 'ctt']",oji wahyudi ctt,Netral
@BlueXel-l3b,"avatar itu mungkin bagus, keren, cantik, tapi kalo anda birahi malah ngajak temen, lu kek donto-",1,2025-07-07T02:14:36Z,avatar itu mungkin bagus keren cantik tapi kalo anda birahi malah ngajak temen lu kek donto,avatar itu mungkin bagus keren cantik tapi kalo anda birahi malah ngajak temen lu kek donto,avatar itu mungkin bagus keren cantik tapi kalau anda birahi malah mengajak teman kamu kayak donto,"['avatar', 'itu', 'mungkin', 'bagus', 'keren', 'cantik', 'tapi', 'kalau', 'anda', 'birahi', 'malah', 'mengajak', 'teman', 'kamu', 'kayak', 'donto']","['avatar', 'bagus', 'keren', 'cantik', 'birahi', 'mengajak', 'teman', 'kayak', 'donto']",avatar bagus keren cantik birah ajak teman kayak donto,Negatif
@SantoruGaming,Org waras mana yg birahi sama karakter kotak kotak😂😂,0,2025-07-07T01:46:43Z,Org waras mana yg birahi sama karakter kotak kotak,org waras mana yg birahi sama karakter kotak kotak,orang waras mana yang birahi sama karakter kotak kotak,"['orang', 'waras', 'mana', 'yang', 'birahi', 'sama', 'karakter', 'kotak', 'kotak']","['orang', 'waras', 'birahi', 'karakter', 'kotak', 'kotak']",orang waras birah karakter kotak kotak,Negatif
@drakeano,Si valen iseng buat malah jadi trend anjir awoakwok,0,2025-07-07T00:19:54Z,Si valen iseng buat malah jadi trend anjir awoakwok,si valen iseng buat malah jadi trend anjir awoakwok,sih valen iseng buat malah jadi trend anjir awoakwok,"['sih', 'valen', 'iseng', 'buat', 'malah', 'jadi', 'trend', 'anjir', 'awoakwok']","['sih', 'valen', 'iseng', 'trend', 'anjir', 'awoakwok']",sih valen iseng trend anjir awoakwok,Negatif
@NauraKhairunnisaRamadani,plis gw nyesel deh pake badan body blush😭😞,0,2025-07-07T00:14:50Z,plis gw nyesel deh pake badan body blush,plis gw nyesel deh pake badan body blush,plis gue menyesal deh pakai badan body blush,"['plis', 'gue', 'menyesal', 'deh', 'pakai', 'badan', 'body', 'blush']","['plis', 'gue', 'menyesal', 'deh', 'pakai', 'badan', 'body', 'blush']",plis gue sesal deh pakai badan body blush,Negatif
@AzrilAzril-o2f,dari pada pantengin vidio tuh mendingan gw nonton tutorial cara bernafas,1,2025-07-06T19:24:21Z,dari pada pantengin vidio tuh mendingan gw nonton tutorial cara bernafas,dari pada pantengin vidio tuh mendingan gw nonton tutorial cara bernafas,dari pada pantengin vidio tuh mendingan gue menonton tutorial cara bernafas,"['dari', 'pada', 'pantengin', 'vidio', 'tuh', 'mendingan', 'gue', 'menonton', 'tutorial', 'cara', 'bernafas']","['pantengin', 'vidio', 'tuh', 'mendingan', 'gue', 'menonton', 'tutorial', 'bernafas']",pantengin vidio tuh mending gue tonton tutorial nafas,Negatif
@S3PT14N,Aman bg b wae gw,0,2025-07-06T17:21:04Z,Aman bg b wae gw,aman bg b wae gw,aman bang b wae gue,"['aman', 'bang', 'b', 'wae', 'gue']","['aman', 'bang', 'b', 'wae', 'gue']",aman bang b wae gue,Netral
@EL-EDITZ-9999,Birahi Ama kotak 😂😂,0,2025-07-06T16:45:22Z,Birahi Ama kotak ,birahi ama kotak ,birahi sama kotak,"['birahi', 'sama', 'kotak']","['birahi', 'kotak']",birah kotak,Negatif
@maskplay123,"Bingung gw, ini generasi bukannya semakin maju malah semakin gilaa, aneh udah",1,2025-07-06T15:25:28Z,Bingung gw ini generasi bukannya semakin maju malah semakin gilaa aneh udah,bingung gw ini generasi bukannya semakin maju malah semakin gilaa aneh udah,bingung gue ini generasi bukannya semakin maju malah semakin gila aneh sudah,"['bingung', 'gue', 'ini', 'generasi', 'bukannya', 'semakin', 'maju', 'malah', 'semakin', 'gila', 'aneh', 'sudah']","['bingung', 'gue', 'generasi', 'maju', 'gila', 'aneh']",bingung gue generasi maju gila aneh,Negatif
